,Saison,Semaine Entrainement,Date,Time on playing field (s),Total distance (m),Distance in speed zone ? 25 km/h (m),Jumps,Impacts,Accelerations,Decelerations,Sprints,Change of direction,Jump Load per mass (J/kg),Accum Acceleration Load,High Metabolic Load Distance (m),Maximum speed (km/h),Maximum acceleration (m/s²),Maximum deceleration (m/s²),Blessures
164,2018/2019,2,08/08/2018,5615.0,3239.0,0.0,12.0,0.0,26.0,12.0,2.0,5.0,48.59,408.92,160.0,23.42,3.99,-3.3,0.0
165,2018/2019,2,08/08/2018,6307.0,4325.0,0.0,25.0,0.0,35.0,23.0,1.0,13.0,61.22,458.53,195.0,23.37,3.78,-3.05,0.0
166,2018/2019,2,08/08/2018,846.0,1147.0,0.0,6.0,0.0,14.0,10.0,1.0,7.0,17.5,121.17,96.0,23.37,2.87,-3.05,0.0
167,2018/2019,2,08/08/2018,7173.0,5358.0,0.0,16.0,2.0,35.0,36.0,1.0,3.0,46.09,543.56,173.0,23.35,3.98,-4.01,0.0
168,2018/2019,2,08/08/2018,6335.0,4073.0,0.0,21.0,1.0,15.0,13.0,1.0,3.0,55.49,471.51,93.0,22.68,3.86,-2.6,0.0
169,2018/2019,2,08/08/2018,5759.0,4214.0,0.0,22.0,0.0,39.0,33.0,0.0,2.0,59.66,493.52,441.0,22.63,3.34,-3.13,0.0
170,2018/2019,2,08/08/2018,6245.0,5550.0,0.0,18.0,0.0,42.0,38.0,0.0,6.0,48.14,611.03,451.0,22.58,3.56,-3.55,0.0
171,2018/2019,2,08/08/2018,6635.0,4522.0,0.0,12.0,0.0,31.0,17.0,0.0,10.0,29.17,530.3,160.0,21.95,3.76,-3.38,0.0
172,2018/2019,2,08/08/2018,843.0,1095.0,0.0,5.0,0.0,12.0,9.0,0.0,3.0,12.0,133.86,77.0,21.95,2.92,-3.38,0.0
173,2018/2019,2,08/08/2018,6482.0,5047.0,0.0,20.0,0.0,40.0,18.0,0.0,3.0,52.92,542.21,211.0,21.51,3.55,-2.88,0.0
174,2018/2019,2,08/08/2018,5932.0,4789.0,0.0,12.0,0.0,41.0,16.0,0.0,2.0,34.02,456.44,216.0,21.35,3.36,-2.67,0.0
175,2018/2019,2,08/08/2018,6510.0,5869.0,0.0,34.0,0.0,44.0,26.0,0.0,8.0,105.26,558.03,196.0,20.19,4.49,-4.16,0.0
176,2018/2019,2,08/08/2018,4270.0,3343.0,0.0,3.0,0.0,9.0,6.0,0.0,6.0,5.21,384.19,46.0,19.97,3.03,-3.12,0.0
177,2018/2019,2,08/08/2018,5047.0,3038.0,0.0,0.0,0.0,18.0,16.0,0.0,1.0,0.0,329.79,70.0,18.93,3.42,-3.69,0.0
178,2018/2019,2,08/08/2018,5669.0,3759.0,0.0,5.0,0.0,24.0,13.0,0.0,4.0,11.04,418.07,43.0,18.92,3.8,-2.89,0.0
179,2018/2019,2,08/08/2018,2127.0,1373.0,0.0,25.0,0.0,12.0,1.0,0.0,0.0,74.86,169.06,38.0,15.91,3.75,-3.33,0.0
180,2018/2019,2,09/08/2018,5441.0,3372.0,2.0,12.0,0.0,15.0,10.0,0.0,5.0,42.34,471.8,35.0,27.24,3.0,-3.21,0.0
181,2018/2019,2,09/08/2018,5617.0,4102.0,6.0,24.0,0.0,6.0,4.0,0.0,5.0,54.03,511.34,48.0,26.33,2.95,-2.89,0.0
182,2018/2019,2,09/08/2018,4855.0,4520.0,0.0,56.0,0.0,33.0,22.0,0.0,7.0,178.63,514.16,179.0,24.58,3.75,-3.97,0.0
183,2018/2019,2,09/08/2018,5571.0,4849.0,0.0,30.0,0.0,29.0,19.0,0.0,8.0,91.31,474.53,143.0,22.07,3.17,-3.05,0.0
184,2018/2019,2,09/08/2018,5827.0,3813.0,0.0,50.0,0.0,29.0,16.0,0.0,10.0,147.31,410.18,128.0,21.94,3.53,-3.53,0.0
185,2018/2019,2,09/08/2018,5075.0,4703.0,0.0,20.0,0.0,40.0,20.0,0.0,10.0,68.26,476.46,183.0,21.83,4.01,-3.23,1.0
186,2018/2019,2,09/08/2018,5179.0,3990.0,0.0,29.0,0.0,24.0,16.0,0.0,1.0,91.5,486.97,128.0,21.7,4.24,-4.02,0.0
187,2018/2019,2,09/08/2018,5532.0,4098.0,0.0,42.0,0.0,26.0,17.0,0.0,11.0,142.65,546.23,156.0,21.62,3.54,-3.08,0.0
188,2018/2019,2,09/08/2018,6103.0,4552.0,0.0,64.0,4.0,18.0,9.0,0.0,8.0,175.24,508.28,77.0,21.35,2.75,-2.54,0.0
189,2018/2019,2,09/08/2018,5770.0,3612.0,0.0,47.0,3.0,20.0,12.0,0.0,15.0,136.34,431.12,74.0,20.91,2.92,-2.58,0.0
190,2018/2019,2,09/08/2018,5776.0,3224.0,0.0,28.0,0.0,32.0,18.0,0.0,8.0,109.36,377.21,162.0,20.88,3.32,-2.76,0.0
191,2018/2019,2,09/08/2018,5207.0,4829.0,0.0,28.0,0.0,51.0,34.0,0.0,11.0,89.76,478.01,200.0,20.81,3.29,-3.54,0.0
192,2018/2019,2,09/08/2018,5794.0,4694.0,0.0,22.0,0.0,9.0,6.0,0.0,11.0,51.71,587.56,40.0,20.79,3.36,-2.36,0.0
193,2018/2019,2,09/08/2018,5821.0,5858.0,0.0,26.0,0.0,45.0,19.0,0.0,11.0,68.62,613.67,173.0,20.33,3.34,-3.21,0.0
194,2018/2019,2,09/08/2018,5017.0,4327.0,0.0,19.0,0.0,25.0,7.0,0.0,3.0,60.06,416.49,84.0,19.84,3.07,-3.03,0.0
195,2018/2019,2,09/08/2018,5607.0,4732.0,0.0,30.0,0.0,34.0,28.0,0.0,8.0,110.77,414.23,131.0,19.7,3.23,-3.03,0.0
196,2018/2019,2,09/08/2018,5737.0,3874.0,0.0,13.0,0.0,13.0,9.0,0.0,3.0,41.38,438.68,38.0,19.58,3.2,-3.03,0.0
197,2018/2019,2,09/08/2018,6010.0,3748.0,0.0,32.0,1.0,22.0,11.0,0.0,2.0,90.53,424.21,66.0,19.5,2.83,-2.6,0.0
198,2018/2019,2,09/08/2018,4904.0,3443.0,0.0,5.0,0.0,9.0,7.0,0.0,1.0,11.47,419.93,34.0,19.44,3.02,-3.71,0.0
199,2018/2019,2,09/08/2018,3356.0,2770.0,0.0,25.0,0.0,12.0,2.0,0.0,0.0,59.2,339.14,35.0,19.29,3.58,-2.29,0.0
200,2018/2019,2,09/08/2018,4981.0,3969.0,0.0,30.0,0.0,24.0,7.0,0.0,4.0,95.94,425.62,96.0,18.69,2.96,-3.56,0.0
201,2018/2019,2,09/08/2018,6145.0,4290.0,0.0,22.0,2.0,3.0,1.0,0.0,2.0,47.69,450.75,14.0,18.59,2.81,-2.16,0.0
202,2018/2019,2,09/08/2018,4855.0,3690.0,0.0,37.0,0.0,20.0,4.0,0.0,6.0,104.33,396.9,68.0,17.14,2.63,-3.02,0.0
203,2018/2019,2,09/08/2018,2104.0,1803.0,0.0,21.0,0.0,18.0,7.0,0.0,7.0,70.99,213.53,80.0,17.07,3.97,-2.77,0.0
204,2018/2019,2,10/08/2018,4728.0,5394.0,22.0,35.0,0.0,46.0,38.0,0.0,4.0,122.17,513.31,333.0,27.76,4.27,-3.6,0.0
205,2018/2019,2,10/08/2018,5247.0,4818.0,22.0,21.0,0.0,42.0,34.0,0.0,7.0,81.32,526.52,244.0,27.24,3.04,-3.94,0.0
206,2018/2019,2,10/08/2018,5055.0,4040.0,0.0,41.0,0.0,31.0,10.0,0.0,0.0,146.19,471.96,224.0,24.3,4.03,-3.47,1.0
207,2018/2019,2,10/08/2018,4309.0,3042.0,0.0,32.0,0.0,11.0,5.0,0.0,1.0,118.33,375.79,103.0,24.1,3.33,-2.62,0.0
208,2018/2019,2,10/08/2018,4301.0,3634.0,0.0,19.0,0.0,28.0,16.0,0.0,2.0,56.16,371.47,144.0,23.77,3.73,-3.51,0.0
209,2018/2019,2,10/08/2018,5361.0,3919.0,0.0,39.0,0.0,23.0,9.0,0.0,0.0,114.42,434.5,97.0,23.6,3.23,-2.59,0.0
210,2018/2019,2,10/08/2018,4740.0,4437.0,0.0,25.0,0.0,32.0,17.0,0.0,1.0,95.78,497.98,150.0,23.42,3.88,-3.54,0.0
211,2018/2019,2,10/08/2018,4935.0,4272.0,0.0,26.0,0.0,17.0,15.0,0.0,5.0,71.55,471.66,155.0,23.28,3.08,-2.94,0.0
212,2018/2019,2,10/08/2018,4585.0,4056.0,0.0,36.0,0.0,40.0,23.0,0.0,5.0,109.34,402.49,218.0,23.23,3.63,-2.85,0.0
213,2018/2019,2,10/08/2018,5057.0,4290.0,0.0,36.0,0.0,6.0,4.0,0.0,4.0,89.67,503.0,44.0,22.89,2.71,-2.42,0.0
214,2018/2019,2,10/08/2018,5332.0,4476.0,0.0,31.0,0.0,14.0,15.0,0.0,3.0,118.81,409.09,124.0,22.73,3.3,-3.11,0.0
215,2018/2019,2,10/08/2018,5526.0,3547.0,0.0,24.0,0.0,19.0,3.0,0.0,3.0,81.45,361.72,92.0,22.65,4.09,-4.2,0.0
216,2018/2019,2,10/08/2018,5559.0,3542.0,0.0,33.0,0.0,30.0,14.0,0.0,0.0,103.22,421.88,266.0,22.64,3.26,-2.94,0.0
217,2018/2019,2,10/08/2018,4572.0,4337.0,0.0,19.0,0.0,21.0,14.0,0.0,2.0,53.77,433.71,111.0,22.61,2.77,-2.87,0.0
218,2018/2019,2,10/08/2018,5268.0,3228.0,0.0,26.0,0.0,27.0,10.0,0.0,8.0,89.5,328.16,179.0,22.17,3.56,-3.9,0.0
219,2018/2019,2,10/08/2018,5592.0,4193.0,0.0,48.0,0.0,37.0,18.0,0.0,3.0,148.28,433.69,287.0,21.99,3.44,-3.14,0.0
220,2018/2019,2,10/08/2018,4921.0,3100.0,0.0,17.0,0.0,26.0,1.0,0.0,0.0,47.22,311.44,189.0,21.95,3.34,-2.32,0.0
221,2018/2019,2,10/08/2018,5442.0,3819.0,0.0,39.0,0.0,9.0,7.0,0.0,1.0,101.08,442.42,52.0,21.72,3.13,-3.05,0.0
222,2018/2019,2,10/08/2018,4570.0,4214.0,0.0,34.0,0.0,28.0,23.0,0.0,3.0,117.15,415.0,133.0,21.66,3.67,-3.21,0.0
223,2018/2019,2,10/08/2018,5358.0,3411.0,0.0,9.0,0.0,33.0,9.0,0.0,2.0,29.94,323.69,138.0,21.18,3.5,-2.98,0.0
224,2018/2019,2,10/08/2018,5497.0,3748.0,0.0,31.0,0.0,34.0,3.0,0.0,2.0,88.88,410.41,194.0,21.07,3.09,-2.9,0.0
225,2018/2019,2,10/08/2018,4377.0,2925.0,0.0,2.0,0.0,13.0,13.0,0.0,3.0,5.42,329.82,54.0,21.04,3.32,-2.74,0.0
226,2018/2019,2,10/08/2018,5292.0,3472.0,0.0,30.0,0.0,26.0,19.0,0.0,1.0,74.57,392.6,212.0,20.77,3.2,-2.78,0.0
227,2018/2019,2,10/08/2018,5374.0,4268.0,0.0,24.0,0.0,10.0,8.0,0.0,2.0,53.53,472.67,49.0,20.29,3.79,-2.9,0.0
228,2018/2019,2,10/08/2018,5153.0,4002.0,0.0,23.0,0.0,10.0,4.0,0.0,0.0,64.3,349.47,38.0,20.04,3.19,-2.99,0.0
229,2018/2019,2,10/08/2018,3894.0,2401.0,0.0,40.0,0.0,17.0,3.0,0.0,1.0,116.44,274.03,54.0,19.83,3.91,-3.83,0.0
230,2018/2019,2,10/08/2018,5485.0,4100.0,0.0,19.0,0.0,9.0,3.0,0.0,5.0,64.23,489.25,27.0,19.0,3.44,-2.24,0.0
231,2018/2019,2,10/08/2018,5701.0,3324.0,0.0,33.0,0.0,19.0,6.0,0.0,3.0,87.35,390.92,68.0,18.52,2.73,-2.38,0.0
232,2018/2019,2,10/08/2018,5136.0,2616.0,0.0,6.0,0.0,10.0,7.0,0.0,0.0,24.03,346.49,22.0,16.2,3.16,-4.01,0.0
233,2018/2019,2,11/08/2018,5784.0,4659.0,14.0,23.0,0.0,42.0,36.0,0.0,10.0,78.96,586.16,214.0,25.95,4.52,-3.54,1.0
234,2018/2019,2,11/08/2018,5733.0,5006.0,0.0,17.0,0.0,37.0,26.0,0.0,10.0,57.33,537.75,165.0,24.79,3.98,-3.69,0.0
235,2018/2019,2,11/08/2018,5062.0,3860.0,0.0,14.0,0.0,21.0,15.0,0.0,5.0,41.94,445.35,122.0,23.24,4.02,-3.47,0.0
236,2018/2019,2,11/08/2018,5398.0,3326.0,0.0,13.0,0.0,37.0,18.0,0.0,5.0,33.85,392.1,187.0,22.83,3.31,-2.81,0.0
237,2018/2019,2,11/08/2018,5607.0,4368.0,0.0,16.0,0.0,30.0,28.0,0.0,7.0,41.78,593.84,163.0,22.36,3.03,-3.08,0.0
238,2018/2019,2,11/08/2018,5078.0,3237.0,0.0,19.0,0.0,19.0,11.0,0.0,3.0,53.3,388.41,110.0,22.05,3.3,-3.29,0.0
239,2018/2019,2,11/08/2018,4852.0,3772.0,0.0,21.0,0.0,11.0,7.0,0.0,3.0,42.25,449.84,55.0,21.78,3.39,-2.5,0.0
240,2018/2019,2,11/08/2018,4845.0,4229.0,0.0,14.0,0.0,10.0,10.0,0.0,5.0,39.61,476.21,53.0,20.86,3.02,-2.81,0.0
241,2018/2019,2,11/08/2018,4615.0,3356.0,0.0,23.0,0.0,16.0,6.0,0.0,1.0,70.26,343.81,55.0,19.24,3.79,-3.16,0.0
242,2018/2019,2,11/08/2018,4267.0,2618.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,0.0,298.57,12.0,18.78,3.86,-4.35,0.0
243,2018/2019,2,11/08/2018,4627.0,3671.0,0.0,27.0,0.0,17.0,13.0,0.0,3.0,89.01,349.86,62.0,18.78,2.87,-2.62,0.0
244,2018/2019,2,11/08/2018,2250.0,1842.0,0.0,16.0,0.0,17.0,10.0,0.0,1.0,40.75,177.45,75.0,17.69,4.05,-2.92,0.0
245,2018/2019,2,11/08/2018,1712.0,1223.0,0.0,9.0,0.0,0.0,3.0,0.0,0.0,36.87,146.54,3.0,17.13,2.28,-2.39,0.0
246,2018/2019,2,11/08/2018,3611.0,3087.0,0.0,5.0,0.0,6.0,2.0,0.0,0.0,13.4,358.28,14.0,16.84,3.06,-2.46,0.0
247,2018/2019,2,11/08/2018,3974.0,2231.0,0.0,20.0,0.0,4.0,2.0,0.0,2.0,52.22,278.01,7.0,15.44,3.68,-3.07,0.0
248,2018/2019,3,13/08/2018,4260.0,4639.0,78.0,25.0,0.0,58.0,28.0,0.0,10.0,85.43,446.84,616.0,30.45,4.53,-3.66,0.0
249,2018/2019,3,13/08/2018,4995.0,5185.0,56.0,25.0,0.0,57.0,38.0,0.0,10.0,76.09,565.84,697.0,28.02,3.9,-3.27,0.0
250,2018/2019,3,13/08/2018,5171.0,4966.0,75.0,42.0,1.0,56.0,31.0,21.0,17.0,143.86,463.72,747.0,27.94,4.43,-3.76,0.0
251,2018/2019,3,13/08/2018,5184.0,5836.0,50.0,29.0,0.0,64.0,44.0,0.0,7.0,100.46,586.96,779.0,27.78,4.84,-3.62,0.0
252,2018/2019,3,13/08/2018,6208.0,7798.0,61.0,28.0,3.0,114.0,56.0,11.0,20.0,95.54,859.99,821.0,27.33,4.57,-3.21,0.0
253,2018/2019,3,13/08/2018,5119.0,4989.0,20.0,24.0,0.0,62.0,32.0,0.0,10.0,75.41,515.97,498.0,27.17,4.13,-3.89,0.0
254,2018/2019,3,13/08/2018,6620.0,8316.0,39.0,41.0,4.0,135.0,49.0,19.0,39.0,111.19,753.08,1266.0,26.97,4.0,-3.54,1.0
255,2018/2019,3,13/08/2018,4968.0,4885.0,7.0,31.0,0.0,39.0,35.0,0.0,3.0,68.37,482.44,483.0,25.98,3.14,-3.95,0.0
256,2018/2019,3,13/08/2018,5126.0,5453.0,14.0,15.0,0.0,51.0,32.0,0.0,7.0,48.75,592.24,470.0,25.94,3.49,-3.38,0.0
257,2018/2019,3,13/08/2018,5716.0,5199.0,44.0,28.0,0.0,57.0,32.0,0.0,9.0,93.21,546.8,793.0,25.87,3.95,-3.59,0.0
258,2018/2019,3,13/08/2018,4468.0,5292.0,5.0,19.0,0.0,32.0,16.0,0.0,1.0,59.09,509.14,254.0,25.35,3.68,-3.59,0.0
259,2018/2019,3,13/08/2018,2481.0,3271.0,9.0,15.0,0.0,27.0,14.0,0.0,5.0,44.86,351.15,200.0,25.26,3.93,-3.55,0.0
260,2018/2019,3,13/08/2018,5736.0,6448.0,5.0,38.0,0.0,49.0,30.0,0.0,7.0,107.43,685.45,395.0,25.17,3.69,-3.7,0.0
261,2018/2019,3,13/08/2018,2167.0,3911.0,0.0,1.0,0.0,77.0,38.0,0.0,42.0,3.41,399.29,1686.0,24.56,3.96,-3.2,0.0
262,2018/2019,3,13/08/2018,1889.0,3976.0,0.0,0.0,0.0,73.0,46.0,0.0,50.0,0.0,392.46,1439.0,24.51,4.92,-3.74,0.0
263,2018/2019,3,13/08/2018,5787.0,4760.0,0.0,30.0,0.0,31.0,25.0,0.0,3.0,92.45,508.32,243.0,24.35,3.58,-3.13,0.0
264,2018/2019,3,13/08/2018,2338.0,3817.0,0.0,0.0,0.0,79.0,39.0,0.0,45.0,0.0,352.39,1201.0,23.93,3.76,-2.76,0.0
265,2018/2019,3,13/08/2018,3848.0,4396.0,0.0,9.0,0.0,37.0,16.0,0.0,6.0,25.2,437.2,374.0,23.82,3.16,-2.68,0.0
266,2018/2019,3,13/08/2018,2605.0,3899.0,0.0,0.0,0.0,71.0,7.0,0.0,15.0,0.0,405.21,1405.0,23.73,4.09,-3.15,0.0
267,2018/2019,3,13/08/2018,6780.0,6852.0,0.0,28.0,6.0,71.0,30.0,1.0,24.0,68.8,701.96,376.0,23.57,3.34,-3.29,0.0
268,2018/2019,3,13/08/2018,2038.0,3959.0,0.0,0.0,0.0,71.0,43.0,0.0,4.0,0.0,350.36,1444.0,23.55,4.43,-3.78,0.0
269,2018/2019,3,13/08/2018,2458.0,3788.0,0.0,0.0,0.0,77.0,50.0,0.0,33.0,0.0,379.43,1298.0,23.35,3.95,-3.13,0.0
270,2018/2019,3,13/08/2018,5681.0,5272.0,0.0,33.0,0.0,39.0,23.0,0.0,1.0,103.23,463.0,274.0,23.24,3.24,-2.9,0.0
271,2018/2019,3,13/08/2018,4863.0,4370.0,0.0,7.0,0.0,49.0,12.0,0.0,5.0,20.28,425.23,319.0,23.05,3.41,-2.68,0.0
272,2018/2019,3,13/08/2018,5479.0,4809.0,0.0,19.0,0.0,45.0,23.0,0.0,2.0,51.55,477.49,481.0,22.99,3.92,-3.91,0.0
273,2018/2019,3,13/08/2018,2301.0,4028.0,0.0,0.0,0.0,59.0,11.0,0.0,21.0,0.0,377.09,923.0,22.85,4.07,-2.61,0.0
274,2018/2019,3,13/08/2018,2274.0,3737.0,0.0,0.0,0.0,76.0,34.0,0.0,33.0,0.0,371.32,1361.0,22.81,3.58,-2.92,0.0
275,2018/2019,3,13/08/2018,6309.0,7131.0,0.0,18.0,2.0,54.0,18.0,1.0,14.0,37.23,592.67,328.0,22.79,3.48,-2.66,0.0
276,2018/2019,3,13/08/2018,5736.0,4754.0,0.0,4.0,7.0,35.0,27.0,0.0,2.0,6.16,503.91,343.0,22.23,3.89,-3.12,0.0
277,2018/2019,3,13/08/2018,6288.0,7708.0,0.0,20.0,11.0,102.0,64.0,0.0,29.0,49.98,748.17,600.0,22.04,4.8,-3.77,0.0
278,2018/2019,3,13/08/2018,6027.0,6052.0,0.0,17.0,3.0,56.0,22.0,0.0,36.0,51.33,656.53,286.0,21.74,3.06,-2.92,0.0
279,2018/2019,3,13/08/2018,6286.0,7021.0,0.0,27.0,3.0,90.0,42.0,0.0,29.0,73.07,684.52,515.0,21.35,3.31,-3.14,0.0
280,2018/2019,3,13/08/2018,4789.0,2638.0,0.0,13.0,0.0,5.0,6.0,0.0,1.0,31.2,290.35,18.0,17.82,2.79,-2.54,0.0
281,2018/2019,3,13/08/2018,5261.0,3636.0,0.0,3.0,0.0,17.0,12.0,0.0,2.0,7.07,404.01,30.0,16.99,3.66,-3.59,0.0
282,2018/2019,3,14/08/2018,5021.0,5548.0,75.0,22.0,0.0,82.0,55.0,0.0,7.0,72.07,619.1,1031.0,28.27,4.09,-3.85,0.0
283,2018/2019,3,14/08/2018,4544.0,4829.0,47.0,15.0,0.0,34.0,20.0,0.0,11.0,50.35,522.92,353.0,27.78,5.44,-3.95,0.0
284,2018/2019,3,14/08/2018,4867.0,5436.0,59.0,22.0,0.0,77.0,49.0,0.0,7.0,69.84,566.4,898.0,26.85,3.91,-3.82,0.0
285,2018/2019,3,14/08/2018,7033.0,5289.0,7.0,55.0,1.0,41.0,26.0,8.0,12.0,157.57,704.11,377.0,26.18,3.71,-3.6,0.0
286,2018/2019,3,14/08/2018,7546.0,6439.0,6.0,42.0,2.0,54.0,29.0,2.0,16.0,101.04,772.86,366.0,25.98,3.84,-3.59,1.0
287,2018/2019,3,14/08/2018,5328.0,4947.0,26.0,10.0,0.0,53.0,30.0,0.0,3.0,26.92,527.61,670.0,25.8,3.57,-3.97,0.0
288,2018/2019,3,14/08/2018,4932.0,4157.0,27.0,13.0,0.0,51.0,25.0,0.0,6.0,39.56,412.32,620.0,25.59,3.77,-3.48,0.0
289,2018/2019,3,14/08/2018,4390.0,4717.0,0.0,31.0,0.0,57.0,26.0,0.0,15.0,99.86,499.42,339.0,24.81,3.27,-3.77,0.0
290,2018/2019,3,14/08/2018,5490.0,6022.0,0.0,20.0,0.0,33.0,33.0,0.0,8.0,62.54,636.79,294.0,24.3,3.25,-3.26,0.0
291,2018/2019,3,14/08/2018,5086.0,5140.0,0.0,17.0,0.0,56.0,45.0,0.0,13.0,61.77,540.83,393.0,23.96,3.22,-3.5,0.0
292,2018/2019,3,14/08/2018,7642.0,6000.0,0.0,35.0,1.0,45.0,30.0,2.0,14.0,87.24,751.35,395.0,23.57,3.66,-3.22,0.0
293,2018/2019,3,14/08/2018,4877.0,4635.0,0.0,22.0,0.0,51.0,18.0,0.0,7.0,78.39,455.97,267.0,23.51,3.69,-3.42,0.0
294,2018/2019,3,14/08/2018,6695.0,5937.0,0.0,10.0,2.0,23.0,12.0,3.0,11.0,20.27,672.69,221.0,23.35,2.93,-2.92,0.0
295,2018/2019,3,14/08/2018,7655.0,5724.0,0.0,30.0,0.0,30.0,22.0,1.0,1.0,75.86,673.41,223.0,23.21,4.16,-3.48,0.0
296,2018/2019,3,14/08/2018,5316.0,4959.0,0.0,20.0,0.0,37.0,30.0,0.0,9.0,59.64,436.54,231.0,23.05,3.3,-3.61,0.0
297,2018/2019,3,14/08/2018,5310.0,5260.0,0.0,23.0,0.0,36.0,28.0,0.0,9.0,56.37,523.08,333.0,23.05,3.23,-3.07,0.0
298,2018/2019,3,14/08/2018,7391.0,6728.0,0.0,58.0,2.0,45.0,37.0,1.0,16.0,172.68,782.41,423.0,22.84,3.26,-3.53,0.0
299,2018/2019,3,14/08/2018,5791.0,5217.0,0.0,24.0,0.0,35.0,26.0,0.0,11.0,64.74,543.07,381.0,22.29,3.52,-3.43,0.0
300,2018/2019,3,14/08/2018,5153.0,4799.0,0.0,18.0,0.0,32.0,12.0,0.0,6.0,44.45,553.07,193.0,21.9,3.38,-2.71,0.0
301,2018/2019,3,14/08/2018,7319.0,5099.0,0.0,21.0,0.0,28.0,12.0,0.0,14.0,41.0,548.96,148.0,21.48,3.52,-3.06,0.0
302,2018/2019,3,14/08/2018,5557.0,4819.0,0.0,24.0,0.0,39.0,23.0,0.0,4.0,60.37,513.18,222.0,21.42,3.32,-2.84,0.0
303,2018/2019,3,14/08/2018,5094.0,3776.0,0.0,5.0,0.0,11.0,9.0,0.0,4.0,14.26,431.62,42.0,21.14,3.95,-3.18,0.0
304,2018/2019,3,14/08/2018,7170.0,5885.0,0.0,22.0,2.0,18.0,5.0,0.0,5.0,42.49,610.92,102.0,21.01,2.79,-2.97,0.0
305,2018/2019,3,14/08/2018,4792.0,2550.0,0.0,17.0,0.0,4.0,0.0,0.0,2.0,54.95,392.79,23.0,20.61,4.06,-2.49,0.0
306,2018/2019,3,14/08/2018,4384.0,3031.0,0.0,17.0,0.0,27.0,11.0,0.0,3.0,51.39,378.46,99.0,20.15,3.67,-3.67,0.0
307,2018/2019,3,14/08/2018,4418.0,2197.0,0.0,16.0,0.0,10.0,0.0,0.0,4.0,45.27,353.22,43.0,19.56,3.64,-2.03,0.0
308,2018/2019,3,14/08/2018,3907.0,2465.0,0.0,8.0,0.0,12.0,7.0,0.0,7.0,25.13,316.01,51.0,19.42,4.17,-3.2,0.0
309,2018/2019,3,14/08/2018,5203.0,2547.0,0.0,25.0,0.0,16.0,11.0,0.0,5.0,83.95,284.12,67.0,19.42,2.79,-3.08,0.0
310,2018/2019,3,14/08/2018,5314.0,2635.0,0.0,13.0,0.0,5.0,0.0,0.0,2.0,37.38,351.52,23.0,19.19,3.28,-3.05,0.0
311,2018/2019,3,14/08/2018,4131.0,2567.0,0.0,15.0,0.0,13.0,3.0,0.0,9.0,33.87,422.99,56.0,18.36,3.41,-2.47,0.0
312,2018/2019,3,14/08/2018,5192.0,3301.0,0.0,20.0,0.0,16.0,10.0,0.0,2.0,60.06,436.14,69.0,18.36,3.7,-3.24,0.0
313,2018/2019,3,14/08/2018,4833.0,3035.0,0.0,32.0,0.0,32.0,15.0,0.0,4.0,110.99,379.35,113.0,18.36,3.58,-2.8,0.0
314,2018/2019,3,14/08/2018,4770.0,2686.0,0.0,25.0,0.0,16.0,3.0,0.0,6.0,57.19,423.93,70.0,18.15,3.22,-2.25,0.0
315,2018/2019,3,14/08/2018,4089.0,2578.0,0.0,39.0,0.0,16.0,8.0,0.0,11.0,94.48,445.65,64.0,18.14,2.79,-2.62,0.0
316,2018/2019,3,14/08/2018,4212.0,2931.0,0.0,34.0,0.0,33.0,11.0,0.0,3.0,121.12,397.07,124.0,17.72,3.14,-2.93,0.0
317,2018/2019,3,14/08/2018,4493.0,2784.0,0.0,17.0,0.0,10.0,5.0,0.0,4.0,68.27,293.3,36.0,17.51,2.79,-2.81,0.0
318,2018/2019,3,14/08/2018,4938.0,2756.0,0.0,11.0,0.0,4.0,2.0,0.0,1.0,30.86,394.16,15.0,17.51,2.84,-2.55,0.0
319,2018/2019,3,14/08/2018,2460.0,1270.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,8.58,173.1,12.0,17.5,2.98,-1.81,0.0
320,2018/2019,3,14/08/2018,4509.0,2857.0,0.0,34.0,0.0,21.0,6.0,0.0,4.0,102.63,334.33,83.0,17.29,3.41,-3.24,0.0
321,2018/2019,3,14/08/2018,4918.0,2879.0,0.0,10.0,0.0,6.0,2.0,0.0,1.0,35.17,291.63,23.0,16.26,2.89,-2.66,0.0
322,2018/2019,3,14/08/2018,5407.0,2756.0,0.0,22.0,0.0,10.0,3.0,0.0,2.0,66.73,340.13,30.0,16.01,3.09,-3.32,0.0
323,2018/2019,3,14/08/2018,5160.0,2650.0,0.0,17.0,0.0,3.0,0.0,0.0,0.0,40.47,351.71,11.0,15.61,2.69,-2.73,0.0
324,2018/2019,3,14/08/2018,4312.0,2203.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,1.87,310.83,8.0,14.68,3.07,-2.9,0.0
325,2018/2019,3,15/08/2018,4561.0,3024.0,14.0,6.0,0.0,24.0,18.0,0.0,3.0,12.34,354.5,172.0,26.88,4.68,-3.04,0.0
326,2018/2019,3,15/08/2018,4269.0,3683.0,8.0,12.0,0.0,16.0,14.0,0.0,3.0,31.75,415.51,132.0,25.84,3.54,-3.92,0.0
327,2018/2019,3,15/08/2018,3009.0,3740.0,7.0,7.0,0.0,31.0,14.0,0.0,5.0,29.98,354.96,187.0,25.57,3.59,-2.92,0.0
